Document1, Document2, Cosine Similarity
1.1.txt, 1.2.txt, 0.4385851377731112
1.1.txt, 1.3.txt, 0.3378016102653221
1.1.txt, 1.4.txt, 0.2745470980429387
1.1.txt, 1.5.txt, 0.3638528654652526
1.1.txt, 1.6.txt, 0.3014028741246884
1.1.txt, 1.7.txt, 0.2451678767989329
1.1.txt, 1.8.txt, 0.2264582538144302
1.1.txt, 1.9.txt, 0.2095835346227837
1.1.txt, 2.1.txt, 0.08568953934682387
1.1.txt, 3.9.txt, 0.10151880810518023
1.1.txt, 4.4.txt, 0.08153331410907445
1.1.txt, 5.1.txt, 0.042806037185047205
1.1.txt, 5.10.txt, 0.059612939722813826
1.1.txt, 5.2.txt, 0.039927604304836876
1.1.txt, 5.3.txt, 0.06883459764558506
1.1.txt, 5.4.txt, 0.05605270248052807
1.1.txt, 5.5.txt, 0.06903638685673134
1.1.txt, 5.6.txt, 0.0019726931939047765
1.1.txt, 5.7.txt, 0.0373198277264794
1.1.txt, 5.8.txt, 0.03841469915014458
1.1.txt, 5.9.txt, 0.028689768089402726
1.1.txt, 6.1.txt, 0.040419033387916144
1.1.txt, 6.2.txt, 0.09581583337961881
1.1.txt, 6.4.txt, 0.0548533275123968
1.1.txt, 6.5.txt, 0.06442110034506487
1.1.txt, 6.6.txt, 0.04230340009712485
1.1.txt, 6.7.txt, 0.025180766982638558
1.1.txt, 6.8.txt, 0.035486473383580915
1.1.txt, 6.9.txt, 0.04379228003747581
1.1.txt, 7.1.txt, 0.023897991118230322
1.2.txt, 1.3.txt, 0.2932646384760744
1.2.txt, 1.4.txt, 0.26357025755014274
1.2.txt, 1.5.txt, 0.28384283580523106
1.2.txt, 1.6.txt, 0.21417365603136473
1.2.txt, 1.7.txt, 0.21326635753487627
1.2.txt, 1.8.txt, 0.20974522857567
1.2.txt, 1.9.txt, 0.1875004227079433
1.2.txt, 2.1.txt, 0.123172647574108
1.2.txt, 3.9.txt, 0.09008901833671401
1.2.txt, 4.4.txt, 0.07188341510284982
1.2.txt, 5.1.txt, 0.04164468078717399
1.2.txt, 5.10.txt, 0.06860759507098395
1.2.txt, 5.2.txt, 0.04575229358498994
1.2.txt, 5.3.txt, 0.07003969214292619
1.2.txt, 5.4.txt, 0.06728446226164747
1.2.txt, 5.5.txt, 0.06640434437187734
1.2.txt, 5.6.txt, 0.0023960250295198752
1.2.txt, 5.7.txt, 0.044276930493217
1.2.txt, 5.8.txt, 0.03406382965041591
1.2.txt, 5.9.txt, 0.0631664889278847
1.2.txt, 6.1.txt, 0.07486065006036165
1.2.txt, 6.2.txt, 0.06637651941568873
1.2.txt, 6.4.txt, 0.0508656640233969
1.2.txt, 6.5.txt, 0.054616597979922986
1.2.txt, 6.6.txt, 0.03650279970512905
1.2.txt, 6.7.txt, 0.022687477317884206
1.2.txt, 6.8.txt, 0.03473490333244857
1.2.txt, 6.9.txt, 0.037493201295486875
1.2.txt, 7.1.txt, 0.02307776227113995
1.3.txt, 1.4.txt, 0.3788395502450034
1.3.txt, 1.5.txt, 0.3357464254314644
1.3.txt, 1.6.txt, 0.20119082051216639
1.3.txt, 1.7.txt, 0.27610924393052466
1.3.txt, 1.8.txt, 0.2792292544739266
1.3.txt, 1.9.txt, 0.22843972010556726
1.3.txt, 2.1.txt, 0.09228896043502897
1.3.txt, 3.9.txt, 0.04994076088363248
1.3.txt, 4.4.txt, 0.06364695377317023
1.3.txt, 5.1.txt, 0.048885966949845205
1.3.txt, 5.10.txt, 0.06753548390885955
1.3.txt, 5.2.txt, 0.055051444668130695
1.3.txt, 5.3.txt, 0.06064688321834892
1.3.txt, 5.4.txt, 0.05550856914898053
1.3.txt, 5.5.txt, 0.05711534289664853
1.3.txt, 5.6.txt, 9.871103657131859E-4
1.3.txt, 5.7.txt, 0.03372747209245887
1.3.txt, 5.8.txt, 0.04010567318096882
1.3.txt, 5.9.txt, 0.03258012684981316
1.3.txt, 6.1.txt, 0.07393412400191375
1.3.txt, 6.2.txt, 0.11518622717898609
1.3.txt, 6.4.txt, 0.054834787824579664
1.3.txt, 6.5.txt, 0.053330830526357266
1.3.txt, 6.6.txt, 0.03210330749542456
1.3.txt, 6.7.txt, 0.021321878482604764
1.3.txt, 6.8.txt, 0.031930887693798975
1.3.txt, 6.9.txt, 0.026177842996439524
1.3.txt, 7.1.txt, 0.014746357840752853
1.4.txt, 1.5.txt, 0.3181686788545793
1.4.txt, 1.6.txt, 0.18253081486205572
1.4.txt, 1.7.txt, 0.2326480943445386
1.4.txt, 1.8.txt, 0.3122241245741521
1.4.txt, 1.9.txt, 0.13324436278120796
1.4.txt, 2.1.txt, 0.07038365800440678
1.4.txt, 3.9.txt, 0.05089389975427525
1.4.txt, 4.4.txt, 0.06800558049605122
1.4.txt, 5.1.txt, 0.05281035641678948
1.4.txt, 5.10.txt, 0.09367675333530537
1.4.txt, 5.2.txt, 0.07239349261483559
1.4.txt, 5.3.txt, 0.062449361497185246
1.4.txt, 5.4.txt, 0.05653840302440858
1.4.txt, 5.5.txt, 0.07331001691988304
1.4.txt, 5.6.txt, 6.321742864245652E-4
1.4.txt, 5.7.txt, 0.06267680788688712
1.4.txt, 5.8.txt, 0.05310405170298859
1.4.txt, 5.9.txt, 0.024817738073355147
1.4.txt, 6.1.txt, 0.10153028009469389
1.4.txt, 6.2.txt, 0.1069727934044407
1.4.txt, 6.4.txt, 0.04594497077107184
1.4.txt, 6.5.txt, 0.05497987024835193
1.4.txt, 6.6.txt, 0.06394531520103242
1.4.txt, 6.7.txt, 0.02317978072812044
1.4.txt, 6.8.txt, 0.02854638779913405
1.4.txt, 6.9.txt, 0.030107186565783532
1.4.txt, 7.1.txt, 0.015838770013742946
1.5.txt, 1.6.txt, 0.2901232107080352
1.5.txt, 1.7.txt, 0.3230645999839802
1.5.txt, 1.8.txt, 0.2646629846766754
1.5.txt, 1.9.txt, 0.14692842961785707
1.5.txt, 2.1.txt, 0.07546847067278097
1.5.txt, 3.9.txt, 0.05600429984997476
1.5.txt, 4.4.txt, 0.07501293208441373
1.5.txt, 5.1.txt, 0.11646283381247456
1.5.txt, 5.10.txt, 0.05779094092822121
1.5.txt, 5.2.txt, 0.0718149256781557
1.5.txt, 5.3.txt, 0.07212942832342459
1.5.txt, 5.4.txt, 0.10395107998781332
1.5.txt, 5.5.txt, 0.05167355764226727
1.5.txt, 5.6.txt, 0.0010425967993664043
1.5.txt, 5.7.txt, 0.03952512587042566
1.5.txt, 5.8.txt, 0.029634434193768152
1.5.txt, 5.9.txt, 0.031791689388447945
1.5.txt, 6.1.txt, 0.04582961815102156
1.5.txt, 6.2.txt, 0.08780089904922274
1.5.txt, 6.4.txt, 0.10081379469719366
1.5.txt, 6.5.txt, 0.062031416873274126
1.5.txt, 6.6.txt, 0.034873792433703324
1.5.txt, 6.7.txt, 0.027481870854942123
1.5.txt, 6.8.txt, 0.03970728943031015
1.5.txt, 6.9.txt, 0.03413217234026522
1.5.txt, 7.1.txt, 0.014881676893996828
1.6.txt, 1.7.txt, 0.17219993514220994
1.6.txt, 1.8.txt, 0.16373882345048385
1.6.txt, 1.9.txt, 0.16002213789013656
1.6.txt, 2.1.txt, 0.06487623941078469
1.6.txt, 3.9.txt, 0.05741282167603827
1.6.txt, 4.4.txt, 0.04058568472789157
1.6.txt, 5.1.txt, 0.035411301724342814
1.6.txt, 5.10.txt, 0.05800337547255716
1.6.txt, 5.2.txt, 0.06557976763214418
1.6.txt, 5.3.txt, 0.05281071571251697
1.6.txt, 5.4.txt, 0.10334144974924832
1.6.txt, 5.5.txt, 0.04633690035696726
1.6.txt, 5.6.txt, 7.28718997697833E-4
1.6.txt, 5.7.txt, 0.051028241823978415
1.6.txt, 5.8.txt, 0.03148824050375593
1.6.txt, 5.9.txt, 0.03399764570118428
1.6.txt, 6.1.txt, 0.040298041034200004
1.6.txt, 6.2.txt, 0.04148742593581632
1.6.txt, 6.4.txt, 0.06319377630904084
1.6.txt, 6.5.txt, 0.03817533779795167
1.6.txt, 6.6.txt, 0.024363574871320078
1.6.txt, 6.7.txt, 0.026306636236656508
1.6.txt, 6.8.txt, 0.050082849692122615
1.6.txt, 6.9.txt, 0.0288618092687243
1.6.txt, 7.1.txt, 0.015591767051958442
1.7.txt, 1.8.txt, 0.19493061507873305
1.7.txt, 1.9.txt, 0.16603405390512097
1.7.txt, 2.1.txt, 0.10864607186106937
1.7.txt, 3.9.txt, 0.07471089768866
1.7.txt, 4.4.txt, 0.05631756291334233
1.7.txt, 5.1.txt, 0.055562569762079315
1.7.txt, 5.10.txt, 0.10254480763882046
1.7.txt, 5.2.txt, 0.06912832312227993
1.7.txt, 5.3.txt, 0.0743934771300837
1.7.txt, 5.4.txt, 0.0774779692985704
1.7.txt, 5.5.txt, 0.08206517563364539
1.7.txt, 5.6.txt, 0.001017108568923645
1.7.txt, 5.7.txt, 0.0645742413804746
1.7.txt, 5.8.txt, 0.04452999428499323
1.7.txt, 5.9.txt, 0.029387837925008296
1.7.txt, 6.1.txt, 0.06951693602739495
1.7.txt, 6.2.txt, 0.04894653845314065
1.7.txt, 6.4.txt, 0.08335686691069276
1.7.txt, 6.5.txt, 0.054942065685840424
1.7.txt, 6.6.txt, 0.059196539959227065
1.7.txt, 6.7.txt, 0.019686454829295482
1.7.txt, 6.8.txt, 0.02376672188501182
1.7.txt, 6.9.txt, 0.028142907602115592
1.7.txt, 7.1.txt, 0.014316217173372838
1.8.txt, 1.9.txt, 0.31984024034368885
1.8.txt, 2.1.txt, 0.0829490239878531
1.8.txt, 3.9.txt, 0.08956582735885704
1.8.txt, 4.4.txt, 0.059987163826897456
1.8.txt, 5.1.txt, 0.03921450422715477
1.8.txt, 5.10.txt, 0.06302789036495642
1.8.txt, 5.2.txt, 0.06519802674433489
1.8.txt, 5.3.txt, 0.059374156152467814
1.8.txt, 5.4.txt, 0.07200539494491408
1.8.txt, 5.5.txt, 0.05942904642996195
1.8.txt, 5.6.txt, 0.0010696967217150466
1.8.txt, 5.7.txt, 0.03938023460518405
1.8.txt, 5.8.txt, 0.03847178060684905
1.8.txt, 5.9.txt, 0.03856583511282895
1.8.txt, 6.1.txt, 0.06325338635090898
1.8.txt, 6.2.txt, 0.07891110685807348
1.8.txt, 6.4.txt, 0.07056176250148512
1.8.txt, 6.5.txt, 0.0388466440207031
1.8.txt, 6.6.txt, 0.03669031093677767
1.8.txt, 6.7.txt, 0.025839999573095435
1.8.txt, 6.8.txt, 0.032650783718227286
1.8.txt, 6.9.txt, 0.03083380159219381
1.8.txt, 7.1.txt, 0.014822216458169472
1.9.txt, 2.1.txt, 0.1779546121668729
1.9.txt, 3.9.txt, 0.1071848347969196
1.9.txt, 4.4.txt, 0.05841149579096291
1.9.txt, 5.1.txt, 0.04503840095391781
1.9.txt, 5.10.txt, 0.06538679972748421
1.9.txt, 5.2.txt, 0.07979573673978575
1.9.txt, 5.3.txt, 0.06642718484101921
1.9.txt, 5.4.txt, 0.10655624429865314
1.9.txt, 5.5.txt, 0.07503224001996231
1.9.txt, 5.6.txt, 0.0010957320802648933
1.9.txt, 5.7.txt, 0.06422524784104201
1.9.txt, 5.8.txt, 0.03224283585682003
1.9.txt, 5.9.txt, 0.041565086805637794
1.9.txt, 6.1.txt, 0.051133442598817434
1.9.txt, 6.2.txt, 0.06024101211353278
1.9.txt, 6.4.txt, 0.045784164828108175
1.9.txt, 6.5.txt, 0.034163843098100354
1.9.txt, 6.6.txt, 0.05048489317053817
1.9.txt, 6.7.txt, 0.04547155575473818
1.9.txt, 6.8.txt, 0.09835367420692191
1.9.txt, 6.9.txt, 0.03262508057610664
1.9.txt, 7.1.txt, 0.015544880243620822
2.1.txt, 3.9.txt, 0.08083340623439028
2.1.txt, 4.4.txt, 0.05322782959688411
2.1.txt, 5.1.txt, 0.0788577267034171
2.1.txt, 5.10.txt, 0.09906067188462787
2.1.txt, 5.2.txt, 0.09877035719232628
2.1.txt, 5.3.txt, 0.14036271286367102
2.1.txt, 5.4.txt, 0.10148171489312838
2.1.txt, 5.5.txt, 0.09239895836125789
2.1.txt, 5.6.txt, 7.243797617151103E-6
2.1.txt, 5.7.txt, 0.06448763540922979
2.1.txt, 5.8.txt, 0.043949905431199185
2.1.txt, 5.9.txt, 0.07764765628576083
2.1.txt, 6.1.txt, 0.06447230515903273
2.1.txt, 6.2.txt, 0.08075771730852022
2.1.txt, 6.4.txt, 0.06547235586044234
2.1.txt, 6.5.txt, 0.054623601859604715
2.1.txt, 6.6.txt, 0.0442920804890004
2.1.txt, 6.7.txt, 0.028691156202685746
2.1.txt, 6.8.txt, 0.03358536212799879
2.1.txt, 6.9.txt, 0.053132489733264086
2.1.txt, 7.1.txt, 0.018192331955746464
3.9.txt, 4.4.txt, 0.07724464914326304
3.9.txt, 5.1.txt, 0.038939176556105154
3.9.txt, 5.10.txt, 0.05369454393720388
3.9.txt, 5.2.txt, 0.05048439498219098
3.9.txt, 5.3.txt, 0.06985796688647924
3.9.txt, 5.4.txt, 0.04017660443955311
3.9.txt, 5.5.txt, 0.09110841634176033
3.9.txt, 5.6.txt, 0.0023311062836817013
3.9.txt, 5.7.txt, 0.03307585056813513
3.9.txt, 5.8.txt, 0.05542883507969689
3.9.txt, 5.9.txt, 0.02976289290156154
3.9.txt, 6.1.txt, 0.036639535786662895
3.9.txt, 6.2.txt, 0.10945761380177635
3.9.txt, 6.4.txt, 0.06653552422478481
3.9.txt, 6.5.txt, 0.12435382203788536
3.9.txt, 6.6.txt, 0.08152814316652779
3.9.txt, 6.7.txt, 0.06601539294215579
3.9.txt, 6.8.txt, 0.07522216644879293
3.9.txt, 6.9.txt, 0.0659562496161918
3.9.txt, 7.1.txt, 0.015847505057529444
4.4.txt, 5.1.txt, 0.07851394681489697
4.4.txt, 5.10.txt, 0.17869146331660068
4.4.txt, 5.2.txt, 0.0961529725352002
4.4.txt, 5.3.txt, 0.1455618751803235
4.4.txt, 5.4.txt, 0.09461763103321782
4.4.txt, 5.5.txt, 0.12043323159740693
4.4.txt, 5.6.txt, 8.64513066485117E-5
4.4.txt, 5.7.txt, 0.1930093850289775
4.4.txt, 5.8.txt, 0.09894595259298936
4.4.txt, 5.9.txt, 0.05386816654167542
4.4.txt, 6.1.txt, 0.19827255967074048
4.4.txt, 6.2.txt, 0.24387688775341837
4.4.txt, 6.4.txt, 0.25018679343419115
4.4.txt, 6.5.txt, 0.14870661890975256
4.4.txt, 6.6.txt, 0.19018457403400604
4.4.txt, 6.7.txt, 0.097880181896019
4.4.txt, 6.8.txt, 0.1513672282486339
4.4.txt, 6.9.txt, 0.18779030918407733
4.4.txt, 7.1.txt, 0.020055982638054286
5.1.txt, 5.10.txt, 0.1530214158684911
5.1.txt, 5.2.txt, 0.20408177440480377
5.1.txt, 5.3.txt, 0.19436396001678993
5.1.txt, 5.4.txt, 0.172789442767294
5.1.txt, 5.5.txt, 0.15504079359441075
5.1.txt, 5.6.txt, 0.0
5.1.txt, 5.7.txt, 0.12993110799465996
5.1.txt, 5.8.txt, 0.06926040261706458
5.1.txt, 5.9.txt, 0.1151870284732706
5.1.txt, 6.1.txt, 0.0947545164845773
5.1.txt, 6.2.txt, 0.08246277651242698
5.1.txt, 6.4.txt, 0.1571375103968112
5.1.txt, 6.5.txt, 0.036140875744885295
5.1.txt, 6.6.txt, 0.08412983814032966
5.1.txt, 6.7.txt, 0.050935891743760876
5.1.txt, 6.8.txt, 0.07900720235042635
5.1.txt, 6.9.txt, 0.06208283624212586
5.1.txt, 7.1.txt, 0.019708724535962934
5.10.txt, 5.2.txt, 0.27290804945120883
5.10.txt, 5.3.txt, 0.23849295023883185
5.10.txt, 5.4.txt, 0.1895023034928225
5.10.txt, 5.5.txt, 0.2726288069164297
5.10.txt, 5.6.txt, 4.1194733750979693E-4
5.10.txt, 5.7.txt, 0.23730821098428037
5.10.txt, 5.8.txt, 0.1447418369652322
5.10.txt, 5.9.txt, 0.20454874161342665
5.10.txt, 6.1.txt, 0.19034558228583456
5.10.txt, 6.2.txt, 0.16705588489659107
5.10.txt, 6.4.txt, 0.14414475906357183
5.10.txt, 6.5.txt, 0.06819946065345601
5.10.txt, 6.6.txt, 0.15006740513186845
5.10.txt, 6.7.txt, 0.0562357174340578
5.10.txt, 6.8.txt, 0.126656295894087
5.10.txt, 6.9.txt, 0.11654144831192427
5.10.txt, 7.1.txt, 0.03436853183913449
5.2.txt, 5.3.txt, 0.23891609675505415
5.2.txt, 5.4.txt, 0.22726020856314724
5.2.txt, 5.5.txt, 0.1979639432668545
5.2.txt, 5.6.txt, 4.7512975028664225E-4
5.2.txt, 5.7.txt, 0.1379770471385779
5.2.txt, 5.8.txt, 0.06648846823806812
5.2.txt, 5.9.txt, 0.29564551993975274
5.2.txt, 6.1.txt, 0.1784883910441474
5.2.txt, 6.2.txt, 0.0834594675263335
5.2.txt, 6.4.txt, 0.09370664877928638
5.2.txt, 6.5.txt, 0.05300264918733247
5.2.txt, 6.6.txt, 0.1021170450506728
5.2.txt, 6.7.txt, 0.03827559358509391
5.2.txt, 6.8.txt, 0.16684761613271862
5.2.txt, 6.9.txt, 0.05498579703517062
5.2.txt, 7.1.txt, 0.03593776525889651
5.3.txt, 5.4.txt, 0.24206543961625385
5.3.txt, 5.5.txt, 0.21054808427234595
5.3.txt, 5.6.txt, 3.014446228467965E-4
5.3.txt, 5.7.txt, 0.15476126538245194
5.3.txt, 5.8.txt, 0.09761293591314206
5.3.txt, 5.9.txt, 0.10204238449726082
5.3.txt, 6.1.txt, 0.17722414294561173
5.3.txt, 6.2.txt, 0.17710892492950364
5.3.txt, 6.4.txt, 0.14412094003296752
5.3.txt, 6.5.txt, 0.07324807910440789
5.3.txt, 6.6.txt, 0.11444350427359429
5.3.txt, 6.7.txt, 0.09289586896989292
5.3.txt, 6.8.txt, 0.14056696895582627
5.3.txt, 6.9.txt, 0.10080347401881873
5.3.txt, 7.1.txt, 0.02047221423371703
5.4.txt, 5.5.txt, 0.1575883514851305
5.4.txt, 5.6.txt, 4.834802603746426E-4
5.4.txt, 5.7.txt, 0.18982338416128308
5.4.txt, 5.8.txt, 0.05932243443227364
5.4.txt, 5.9.txt, 0.2513013003423375
5.4.txt, 6.1.txt, 0.11505954647742134
5.4.txt, 6.2.txt, 0.10663646018052617
5.4.txt, 6.4.txt, 0.10841311336217047
5.4.txt, 6.5.txt, 0.03181585510844664
5.4.txt, 6.6.txt, 0.1137664980500921
5.4.txt, 6.7.txt, 0.07872436660503794
5.4.txt, 6.8.txt, 0.08654366283766676
5.4.txt, 6.9.txt, 0.05910648624695255
5.4.txt, 7.1.txt, 0.026856508131784036
5.5.txt, 5.6.txt, 0.00107978963076882
5.5.txt, 5.7.txt, 0.19402686336072025
5.5.txt, 5.8.txt, 0.1341226570820824
5.5.txt, 5.9.txt, 0.17240851148124192
5.5.txt, 6.1.txt, 0.1477714990530518
5.5.txt, 6.2.txt, 0.206993866431117
5.5.txt, 6.4.txt, 0.14391453499592677
5.5.txt, 6.5.txt, 0.05924206941117412
5.5.txt, 6.6.txt, 0.12028426932656014
5.5.txt, 6.7.txt, 0.038588344508082
5.5.txt, 6.8.txt, 0.07412691048260094
5.5.txt, 6.9.txt, 0.22502804228424364
5.5.txt, 7.1.txt, 0.02381740489592223
5.6.txt, 5.7.txt, 0.019819409552008387
5.6.txt, 5.8.txt, 1.9693402395627976E-4
5.6.txt, 5.9.txt, 2.741858486256243E-4
5.6.txt, 6.1.txt, 2.878401646230267E-4
5.6.txt, 6.2.txt, 0.0
5.6.txt, 6.4.txt, 1.554413850341024E-4
5.6.txt, 6.5.txt, 1.760400957674574E-4
5.6.txt, 6.6.txt, 2.2968993007340855E-4
5.6.txt, 6.7.txt, 2.2637674162590004E-5
5.6.txt, 6.8.txt, 1.2371353064362836E-4
5.6.txt, 6.9.txt, 2.2222784410356718E-4
5.6.txt, 7.1.txt, 0.04460812777198826
5.7.txt, 5.8.txt, 0.08203927812592499
5.7.txt, 5.9.txt, 0.14432483432099466
5.7.txt, 6.1.txt, 0.10786711256251766
5.7.txt, 6.2.txt, 0.09699763330608971
5.7.txt, 6.4.txt, 0.10978308490949833
5.7.txt, 6.5.txt, 0.028826229275797557
5.7.txt, 6.6.txt, 0.16282930282225436
5.7.txt, 6.7.txt, 0.10165437917610927
5.7.txt, 6.8.txt, 0.03596000125977516
5.7.txt, 6.9.txt, 0.06861579510390178
5.7.txt, 7.1.txt, 0.03391366344909583
5.8.txt, 5.9.txt, 0.08071089966884097
5.8.txt, 6.1.txt, 0.07177443446314526
5.8.txt, 6.2.txt, 0.09465592189071954
5.8.txt, 6.4.txt, 0.08087240771452787
5.8.txt, 6.5.txt, 0.04891925721875279
5.8.txt, 6.6.txt, 0.09543022991586789
5.8.txt, 6.7.txt, 0.039262358470771815
5.8.txt, 6.8.txt, 0.03893065150014191
5.8.txt, 6.9.txt, 0.12311354195018614
5.8.txt, 7.1.txt, 0.011733724726968162
5.9.txt, 6.1.txt, 0.19289963328524226
5.9.txt, 6.2.txt, 0.06361000045492465
5.9.txt, 6.4.txt, 0.05804424009754814
5.9.txt, 6.5.txt, 0.026525238460275623
5.9.txt, 6.6.txt, 0.03712850747805623
5.9.txt, 6.7.txt, 0.032359630297456365
5.9.txt, 6.8.txt, 0.03817750348603288
5.9.txt, 6.9.txt, 0.06303257745733175
5.9.txt, 7.1.txt, 0.04074239662127133
6.1.txt, 6.2.txt, 0.29760085106266476
6.1.txt, 6.4.txt, 0.2195396453310495
6.1.txt, 6.5.txt, 0.06144749463429311
6.1.txt, 6.6.txt, 0.05946373509191672
6.1.txt, 6.7.txt, 0.06355673225149429
6.1.txt, 6.8.txt, 0.06833659086053305
6.1.txt, 6.9.txt, 0.10590217344816327
6.1.txt, 7.1.txt, 0.02928456172303863
6.2.txt, 6.4.txt, 0.1619701761623048
6.2.txt, 6.5.txt, 0.2666019033468305
6.2.txt, 6.6.txt, 0.09488974776006004
6.2.txt, 6.7.txt, 0.08767396236216772
6.2.txt, 6.8.txt, 0.09575296927952291
6.2.txt, 6.9.txt, 0.21971135715964304
6.2.txt, 7.1.txt, 0.02763175256434867
6.4.txt, 6.5.txt, 0.10286336361495839
6.4.txt, 6.6.txt, 0.13639318482636364
6.4.txt, 6.7.txt, 0.14437119327458386
6.4.txt, 6.8.txt, 0.20109921818104276
6.4.txt, 6.9.txt, 0.14036952909083716
6.4.txt, 7.1.txt, 0.026538219712168007
6.5.txt, 6.6.txt, 0.19828926914148098
6.5.txt, 6.7.txt, 0.06162739506739384
6.5.txt, 6.8.txt, 0.1402779718545847
6.5.txt, 6.9.txt, 0.06921554709230994
6.5.txt, 7.1.txt, 0.012593694592740678
6.6.txt, 6.7.txt, 0.0980942390613122
6.6.txt, 6.8.txt, 0.18924444284103487
6.6.txt, 6.9.txt, 0.046356096085024064
6.6.txt, 7.1.txt, 0.014615731716961119
6.7.txt, 6.8.txt, 0.254646284243994
6.7.txt, 6.9.txt, 0.0967355119491495
6.7.txt, 7.1.txt, 0.03511490729998991
6.8.txt, 6.9.txt, 0.0558874712385416
6.8.txt, 7.1.txt, 0.022885770076070563
6.9.txt, 7.1.txt, 0.020678332802338585
